Sr..No.,Date,Field.Code,Species,Location.encountered,Collection.Time,Depth.Caught..Fathoms.,Gear.Type,Fishing.Location,Fishing.Substrate,Fishing.Net.Type,Fishing.Target.Species,Boat.Name.Owner,Fishing.Trip.Start,Fishing.Trip.End,No..of.Hauls,Average.Haul.Duration..Hours.,Net.Catch..kg.,Condition.at.encounter..D.A.,Gut.Content,Blood,Plasma.Volume,Plasma.Color,Scale,Stress.hormone,Injured,Survival.Experiment,Condition.after.24.hrs..D.A.,Dissected,Snout.to.Vent..cm.,Body.Length..cm.,Tail.Length..cm.,Head.Length..cm.,Head.Width..cm.,Snout.to.Nose..cm.,Nose.to.Eye..cm.,Gape..cm.,Neck.Circumference..cm.,Body.Circumference..cm.,Weight..g.,Sex,Gravid,Photo.No.,Remarks,Month,Year,Depth.Caught..m.,Class
165,04-02-2018,HSDB98,Hydrophis schistosus,Dandi,NA,7,GillNet,,,Pelagic,,Balchandra,NA,NA,1,0.5,NA,Alive,,,NA,,,,,,,,96,109.6,13.6,NA,NA,NA,NA,NA,NA,NA,505,Male,,,,February,2018,13.09,Adult
166,04-02-2018,-,Hydrophis schistosus,Dandi,NA,NA,,,,,,,NA,NA,NA,NA,NA,Dead,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Large,February,2018,NA,NA
167,06-02-2018,HSDB99,Hydrophis schistosus,Dandi,NA,4,GillNet,,,Pelagic,,Vedoba Darsantu 2,NA,NA,1,0.25,NA,Alive,,,NA,,,,Yes,Yes,Alive,,61.5,70,8.5,NA,NA,NA,NA,NA,NA,NA,260,Male,,,injury behind neck,February,2018,7.48,Adult
168,06-02-2018,HSDB100,Hydrophis schistosus,Dandi,NA,NA,,,,,,,NA,NA,NA,NA,NA,Dead,,,NA,,,,,,,Yes,86.5,97.6,11.1,22.4,9.27,3.54,2.15,17.85,4.71,15.77,355,Female,Yes,,,February,2018,NA,Adult
169,06-02-2018,HSMT18,Hydrophis schistosus,Malvan,NA,25,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Alive,,Yes,NA,,Yes,,,Yes,Dead,Yes,92.5,106,13.5,22.5,9.86,4.8,3.9,19.57,9.59,35.42,505,Female,Yes,,Gravid - 10 embryos,February,2018,46.75,Adult
170,06-02-2018,HSMT19,Hydrophis schistosus,Malvan,NA,25,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Alive,,Yes,NA,,Yes,,,Yes,Alive,Yes,86.5,97,10.5,NA,NA,NA,NA,NA,NA,NA,660,Female,Yes,,"gravid, moulting,lower jaw injured",February,2018,46.75,Adult
171,06-02-2018,HSMT20,Hydrophis schistosus,Malvan,NA,25,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Alive,,Yes,NA,,Yes,,,Yes,Alive,Yes,79.5,90,10.5,NA,NA,NA,NA,NA,NA,NA,NA,Female,,,,February,2018,46.75,Adult
172,06-02-2018,HSDB101,Hydrophis schistosus,Dandi,NA,2,GillNet,,,Benthic,Indian Oil Sardine,Ratnadurga,NA,NA,1,NA,NA,Alive,Yes,,NA,,,,,Yes,Alive,,55.5,64.4,8.9,NA,NA,NA,NA,NA,NA,NA,215,Male,,,Benthic net,February,2018,3.74,Juvenile
173,06-02-2018,HSDB102,Hydrophis schistosus,Dandi,NA,2,GillNet,,,Pelagic,Indian Oil Sardine,Ratnadurga,NA,NA,1,NA,NA,Alive,Yes,,NA,,,,,Yes,Alive,,55.5,66.5,11,NA,NA,NA,NA,NA,NA,NA,320,Male,,,,February,2018,3.74,Juvenile
174,07-02-2018,HSDB103,Hydrophis schistosus,Dandi,NA,3.5,Rampan,,,,Unspecific,Mesth Rampan Sangh,NA,NA,1,14,NA,Alive,,,NA,,,,,Yes,Alive,,74.5,84.5,10,NA,NA,NA,NA,NA,NA,NA,485,Female,Yes,,,February,2018,6.545,Adult
175,07-02-2018,HCDB08,Hydrophis curtus,Dandi,NA,14,GillNet,,,,,Mother Mary,NA,NA,1,1,NA,Alive,,Yes,NA,,,,,Yes,Alive,,54.5,59.5,5,NA,NA,NA,NA,NA,NA,NA,230,Female,,,Blood marked as HCDB07,February,2018,26.18,Juvenile
176,07-02-2018,HSDB104,Hydrophis schistosus,Dandi,NA,7,GillNet,,,Pelagic,Indian Oil Sardine,Jal ganga,NA,NA,1,1,NA,Alive,,,NA,,,,,Yes,Alive,,83.5,96.3,12.8,NA,NA,NA,NA,NA,NA,NA,500,Male,,,,February,2018,13.09,Adult
177,07-02-2018,-,Hydrophis schistosus,Dandi,NA,NA,,,,,,,NA,NA,NA,NA,NA,Dead,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,"Evicerated, stiff (2 - 3 days dead)",February,2018,NA,NA
178,07-02-2018,HCDB09,Hydrophis curtus,Dandi,NA,NA,,,,,,,NA,NA,NA,NA,NA,Dead,,,NA,,Yes,,,,,Yes,49,56,7,2.004,1.215,0.463,0.365,1.649,1.069,1.41,215,Male,,,Scales marked as HCDB08,February,2018,NA,Juvenile
179,07-02-2018,HSMT21,Hydrophis schistosus,Malvan,NA,9,Trawler,,,,Prawns,Shreepad Valab 01,NA,NA,3,2.75,NA,Alive,,Yes,NA,,,,,Yes,Alive,,65.5,72.5,7,NA,NA,NA,NA,NA,NA,NA,260,Male,,,,February,2018,16.83,Adult
180,07-02-2018,HSMT22,Hydrophis schistosus,Malvan,NA,9,Trawler,,,,Prawns,Shreepad Valab 01,NA,NA,3,2.75,NA,Alive,,,NA,,,,,Yes,Alive,,74.5,80.5,6,NA,NA,NA,NA,NA,NA,NA,460,Female,Yes,,,February,2018,16.83,Adult
181,07-02-2018,-,Hydrophis schistosus,Dandi,NA,NA,,,,,,,NA,NA,NA,NA,NA,Dead,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,February,2018,NA,NA
182,07-02-2018,HSDB105,Hydrophis schistosus,Dandi,NA,NA,,,,,,,NA,NA,NA,NA,NA,Dead,Yes,,NA,,,,,,,,70.5,80.5,10,NA,NA,NA,NA,NA,NA,NA,NA,Male,,,,February,2018,NA,Adult
183,07-02-2018,HCDB10,Hydrophis curtus,Dandi,NA,NA,,,,,,,NA,NA,NA,NA,NA,Dead,Yes,,NA,,Yes,,,Yes,Dead,Yes,63.5,70.3,6.8,2.194,1.592,0.439,0.317,2.098,1.311,1.327,185,Female,,,"Wairy Ubhatwadi Beach end, scales marked as HCDB09",February,2018,NA,Juvenile
184,07-02-2018,HSMT23,Hydrophis schistosus,Malvan,NA,20,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,4,2.5,NA,Alive,,,NA,,,,,Yes,Alive,,91.4,105.4,14,NA,NA,NA,NA,NA,NA,NA,475,Male,,,,February,2018,37.4,Adult
185,07-02-2018,HSMT24,Hydrophis schistosus,Malvan,NA,20,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,4,2.5,NA,Alive,,,NA,,,,,Yes,Alive,,67.5,78,10.5,NA,NA,NA,NA,NA,NA,NA,340,Male,,,,February,2018,37.4,Adult
186,08-02-2018,HCDB11,Hydrophis curtus,Dandi,NA,13,GillNet,,,Benthic,,Mahapurush Krupa,NA,NA,1,2,NA,Alive,Yes,Yes,NA,,,,,Yes,Alive,,57.5,63.5,6.5,NA,NA,NA,NA,NA,NA,NA,360,Female,,,Benthic net,February,2018,24.31,Juvenile
187,08-02-2018,HCDB12,Hydrophis curtus,Dandi,NA,14,GillNet,,,Benthic,,Khaireshwar Krupa,NA,NA,1,0.33,NA,Alive,Yes,Yes,NA,,,,,Yes,Alive,,55,60.5,5.5,NA,NA,NA,NA,NA,NA,NA,375,Female,,,Benthic net,February,2018,26.18,Juvenile
188,08-02-2018,HSDB106,Hydrophis schistosus,Dandi,NA,11.5,GillNet,,,Benthic,,Balaji Prasann,NA,NA,1,NA,NA,Alive,,,NA,,,,,Yes,Alive,,80.5,88.5,8,NA,NA,NA,NA,NA,NA,NA,650,Female,,,,February,2018,21.505,Adult
189,08-02-2018,HSDB107,Hydrophis schistosus,Dandi,NA,11.5,GillNet,,,Benthic,,Balaji Prasann,NA,NA,1,NA,NA,Alive,,,NA,,,,Yes,Yes,Alive,,84.5,94.5,10,NA,NA,NA,NA,NA,NA,NA,630,Female,Yes,,"Injury near neck, left side",February,2018,21.505,Adult
190,09-02-2018,HSDB108,Hydrophis schistosus,Dandi,NA,2,GillNet,,,,Indian Makerel,Jal ganga,NA,NA,1,0.33,NA,Alive,,,NA,,,,,Yes,Alive,,77.5,87.5,10,NA,NA,NA,NA,NA,NA,NA,570,Female,Yes,,,February,2018,3.74,Adult
191,09-02-2018,HCDB13,Hydrophis curtus,Dandi,NA,16,GillNet,,,Benthic,,Indrayani,NA,NA,1,2.25,NA,Alive,,,NA,,,,,Yes,Alive,,54.5,60,5.5,NA,NA,NA,NA,NA,NA,NA,370,Female,,,,February,2018,29.92,Juvenile
192,09-02-2018,HSMT25,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Dead,,,NA,,,,Yes,,,,99,109.8,10.8,NA,NA,NA,NA,NA,NA,NA,495,Female,,,"Decomposing, bloody clotted, head damaged, moulting",February,2018,11.22,Adult
193,09-02-2018,HSMT26,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Dead,,,NA,,,,Yes,,,,100.5,112.5,12,NA,NA,NA,NA,NA,NA,NA,NA,Male,,,"Head damaged, bleeding from mouth",February,2018,11.22,Adult
194,09-02-2018,HSMT27,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Alive,,,NA,,,,,,,,70.3,80.4,10.1,NA,NA,NA,NA,NA,NA,NA,335,Male,,,Moulting,February,2018,11.22,Adult
195,09-02-2018,HSMT28,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Alive,,,NA,,,,,,,,75,83,8,NA,NA,NA,NA,NA,NA,NA,420,Female,,,Gravid?,February,2018,11.22,Adult
196,09-02-2018,HSMT29,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Alive,,,NA,,,,,,,,90,105.5,15.5,NA,NA,NA,NA,NA,NA,NA,510,Male,,,,February,2018,11.22,Adult
197,09-02-2018,HSMT30,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Alive,,,NA,,,,,,,,83.5,93.5,10,NA,NA,NA,NA,NA,NA,NA,510,Male,,,,February,2018,11.22,Adult
198,09-02-2018,HSMT31,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Alive,,,NA,,,,Yes,,,,95.8,107.4,11.6,NA,NA,NA,NA,NA,NA,NA,850,Female,Yes,,Inhury on ventral side of body,February,2018,11.22,Adult
199,09-02-2018,HSMT32,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Alive,,,NA,,,,Yes,,,,100.2,113.6,13.4,NA,NA,NA,NA,NA,NA,NA,900,Female,,,Injury behind neck,February,2018,11.22,Adult
200,09-02-2018,HSMT33,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Alive,,,NA,,,,,,,,84.5,94.3,9.8,NA,NA,NA,NA,NA,NA,NA,585,Female,Yes,,Small wounds on body,February,2018,11.22,Adult
201,09-02-2018,HSMT34,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Alive,,,NA,,,,,,,,85.5,98,12.5,NA,NA,NA,NA,NA,NA,NA,350,Male,,,,February,2018,11.22,Adult
202,09-02-2018,HSMT35,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Alive,,,NA,,,,,,,,105.2,118.3,13.1,NA,NA,NA,NA,NA,NA,NA,1135,Female,Yes,,,February,2018,11.22,Adult
203,09-02-2018,HSMT36,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Alive,,,NA,,Yes,,,,,Yes,67,76.5,9.5,1.911,0.883,0.407,0.225,1.558,0.44,0.992,170,Male,,,,February,2018,11.22,Adult
204,09-02-2018,HSMT37,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Dead,,,NA,,Yes,,,,,Yes,66,75.5,9.5,1.742,0.775,0.416,0.168,1.315,0.481,0.756,120,Male,,Yes,Growth near belly embedded in a hole,February,2018,11.22,Adult
205,09-02-2018,HSMT38,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Dead,,,NA,,,,,,,Yes,81,92.6,11.6,1.937,0.797,0.483,0.127,1.621,0.473,0.885,215,Male,,,,February,2018,11.22,Adult
206,09-02-2018,HSMT39,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Dead,Yes,,NA,,Yes,,Yes,,,Yes,75.4,85.1,9.7,1.706,1.799,0.319,0.17,1.459,0.437,0.88,215,Female,,,Head deformed,February,2018,11.22,Adult
207,09-02-2018,HSMT40,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Dead,,,NA,,Yes,,,,,Yes,104.6,118.9,14.3,2.422,1.202,0.563,0.28,2.122,0.446,1.249,280,Male,,,,February,2018,11.22,Adult
208,09-02-2018,HSMT41,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Dead,,,NA,,,,,,,Yes,93.4,106.7,13.3,2.036,0.939,0.46,0.243,1.96,0.681,1.022,325,Male,,,,February,2018,11.22,Adult
209,09-02-2018,HSMT42,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Dead,,,NA,,Yes,,,,,Yes,97.4,110.3,12.9,1.951,1.086,0.471,0.241,1.968,0.531,1.413,435,Male,,,,February,2018,11.22,Adult
210,09-02-2018,HSMT43,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Dead,,,NA,,,,,,,Yes,86.7,99.9,13.2,1.859,1.091,0.381,0.182,1.502,0.671,1.121,260,Male,,,,February,2018,11.22,Adult
211,09-02-2018,HSMT44,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Dead,,,NA,,,,,,,Yes,85.6,94.7,9.1,1.94,1.14,0.447,0.224,1.601,0.54,0.815,315,Female,Yes,,5 embryos preserved,February,2018,11.22,Adult
212,09-02-2018,HSMT45,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Dead,,,NA,,,,,,,Yes,113,126.1,13.1,2.682,1.387,0.556,0.378,2.508,0.746,2.512,920,Female,Yes,,12 embryos preserved,February,2018,11.22,Adult
213,09-02-2018,HSMT46,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Dead,,,NA,,,,,,,Yes,105.5,118.2,12.7,2.05,1.005,0.416,0.676,1.839,1.023,3.779,875,Female,Yes,,"10 embryos preserved, moulting",February,2018,11.22,Adult
214,09-02-2018,HSMT47,Hydrophis schistosus,Malvan,NA,6,Trawler,,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3.5,NA,Dead,,,NA,,,,,,,Yes,115.3,128,12.7,2.134,1.137,0.462,0.206,1.858,1.026,1.833,820,Female,Yes,,"14 embryos preserved, moulting",February,2018,11.22,Adult
215,09-02-2018,HCDB14,Hydrophis curtus,Dandi,NA,15,GillNet,,,Benthic,,Lalita,NA,NA,1,1,NA,Alive,,,NA,,,,,Yes,Alive,,76,84.1,8.1,NA,NA,NA,NA,NA,NA,NA,705,Male,,,Ventral spines,February,2018,28.05,Adult
216,11-02-2018,HCDB15,Hydrophis curtus,Dandi,NA,14,GillNet,,,Benthic,,Sateri Krupa,NA,NA,1,0.75,NA,Alive,,Yes,NA,,,,,Yes,Alive,,51.5,58.5,7,NA,NA,NA,NA,NA,NA,NA,370,Female,,,,February,2018,26.18,Juvenile
217,11-02-2018,HCDB16,Hydrophis curtus,Dandi,NA,14,GillNet,,,Benthic,,Shravani,NA,NA,1,0.33,NA,Dead,,,NA,,Yes,,,,,Yes,63.5,70.9,7.4,2.285,1.127,0.437,0.216,2.029,0.645,0.917,195,Female,,,Killed after extraction by fisherman,February,2018,26.18,Juvenile
218,11-02-2018,HCDB17,Hydrophis curtus,Dandi,NA,NA,,,,,,,NA,NA,NA,NA,NA,Dead,Yes,,NA,,Yes,,Yes,,,Yes,62.8,69.4,6.6,2.397,1.221,0.461,0.288,1.89,0.558,0.82,190,Female,,,Head crushed,February,2018,NA,Juvenile
219,12-02-2018,HSMT48,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,Yes,,NA,,Yes,,,,,Yes,90.5,101.5,11,1.978,1.267,0.557,0.621,1.48,0.791,1.448,595,Female,Yes,,,February,2018,7.48,Adult
220,12-02-2018,HSMT49,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,Yes,,NA,,,,,,,Yes,72.5,83.5,11,1.773,1.039,0.439,0.546,1.498,0.804,3.275,215,Male,,,,February,2018,7.48,Adult
221,12-02-2018,HSMT50,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,,,NA,,,,Yes,,,Yes,65.3,74.4,9.1,1.71,1.057,0.467,0.517,1.416,0.747,2.733,165,Female,,TG,Ribs exposed - injury from haul,February,2018,7.48,Adult
222,12-02-2018,HSMT51,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,Yes,,NA,,,,,,,Yes,67,74.6,7.6,1.473,0.958,0.439,0.548,1.506,0.939,2.446,150,Female,,,,February,2018,7.48,Adult
223,12-02-2018,HSMT52,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,,,NA,,,,,,,Yes,98.5,112.3,13.8,2.127,1.067,0.455,0.716,0.748,0.847,2.945,370,Male,,,,February,2018,7.48,Adult
224,12-02-2018,HSMT53,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,,,NA,,,,,,,Yes,74.2,83.2,9,1.783,1.124,0.313,0.602,1.528,0.797,2.805,265,Female,,,,February,2018,7.48,Adult
225,12-02-2018,HSMT54,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,Yes,,NA,,,,,,,Yes,85.5,98.8,13.3,1.946,0.978,0.538,0.76,1.409,0.949,3.179,330,Male,,,,February,2018,7.48,Adult
226,12-02-2018,HSMT55,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,,,NA,,Yes,,,,,Yes,91,101.9,10.9,1.836,1.014,0.509,0.723,1.809,0.853,3.947,550,Female,Yes,,,February,2018,7.48,Adult
227,12-02-2018,HSMT56,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,,,NA,,,,,,,Yes,81.5,92.1,10.6,1.896,1.054,0.511,0.758,1.583,0.689,3.318,300,Female,,,,February,2018,7.48,Adult
228,12-02-2018,HSMT57,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,Yes,,NA,,,,,,,Yes,91,104.6,13.6,2.066,1.278,0.426,0.841,2.038,1.417,2.918,360,Male,,,,February,2018,7.48,Adult
229,12-02-2018,HSMT58,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,,,NA,,,,,,,Yes,70.5,81.6,11.1,1.907,0.939,0.335,0.624,1.285,0.756,3.198,205,Male,,,,February,2018,7.48,Adult
230,12-02-2018,HSMT59,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,,,NA,,,,Yes,,,Yes,88.8,99,10.2,1.905,0.906,0.478,0.788,1.453,0.718,3.154,195,Male,,,Broken from neck,February,2018,7.48,Adult
231,12-02-2018,HSMT60,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,,,NA,,,,,,,Yes,70.5,82,11.5,1.864,0.788,0.375,0.661,1.37,0.74,2.2,190,Male,,,,February,2018,7.48,Adult
232,12-02-2018,HSMT61,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,,,NA,,,,,,,Yes,72.5,82.1,9.6,1.89,1.011,0.473,0.641,1.572,0.859,3.33,230,Female,,,,February,2018,7.48,Adult
233,12-02-2018,HSMT62,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,,,NA,,,,,,,Yes,60.5,69,8.5,1.518,0.695,0.312,0.582,0.932,0.754,2.491,120,Male,,,,February,2018,7.48,Adult
234,12-02-2018,HSMT63,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,,,NA,,,,,,,Yes,68.5,79,10.5,1.63,0.978,0.324,0.515,1.219,0.444,2.019,95,Male,,,,February,2018,7.48,Adult
235,12-02-2018,HSMT64,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,,,NA,,,,,,,Yes,74,83.4,9.4,1.628,0.963,0.395,0.659,1.536,0.801,2.453,230,Female,,,,February,2018,7.48,Adult
236,12-02-2018,HSMT65,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Dead,,,NA,,,,,,,Yes,73.5,82.5,9,1.72,1.097,0.39,0.453,1.513,0.55,2.58,120,Female,,,,February,2018,7.48,Adult
237,12-02-2018,HSMT66,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Alive,,,NA,,,,,Yes,Dead,Yes,87.7,97,9.3,1.927,1.109,0.377,0.177,1.797,0.522,1.161,395,Female,Yes,,,February,2018,7.48,Adult
238,12-02-2018,HSMT67,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Alive,,,NA,,,,,Yes,Alive,,82.5,95,12.5,NA,NA,NA,NA,NA,NA,NA,395,Male,,,,February,2018,7.48,Adult
239,12-02-2018,HSMT68,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Alive,,,NA,,,,,Yes,Alive,,81.5,88.5,7,NA,NA,NA,NA,NA,NA,NA,530,Female,,,,February,2018,7.48,Adult
240,12-02-2018,HSMT69,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Alive,,,NA,,,,,Yes,Alive,,78.5,88,9.5,NA,NA,NA,NA,NA,NA,NA,635,Female,,,,February,2018,7.48,Adult
241,12-02-2018,HSMT70,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Alive,,,NA,,,,,Yes,Alive,,58.5,67,8.5,NA,NA,NA,NA,NA,NA,NA,180,Male,,,,February,2018,7.48,Juvenile
242,12-02-2018,HSMT71,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Alive,,,NA,,,,,Yes,Alive,,59.5,66.5,7,NA,NA,NA,NA,NA,NA,NA,210,Female,,,,February,2018,7.48,Juvenile
243,12-02-2018,HSMT72,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Alive,,,NA,,,,,Yes,Alive,,57.5,62.5,5,NA,NA,NA,NA,NA,NA,NA,135,Female,,,,February,2018,7.48,Juvenile
244,12-02-2018,HSMT73,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Alive,,,NA,,,,,Yes,Alive,,72.5,81,8.5,NA,NA,NA,NA,NA,NA,NA,410,Female,,,,February,2018,7.48,Adult
245,12-02-2018,HSMT74,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Alive,,,NA,,,,,Yes,Alive,,77.5,86.5,9,NA,NA,NA,NA,NA,NA,NA,565,Female,Yes,,,February,2018,7.48,Adult
246,12-02-2018,HSMT75,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Alive,,,NA,,,,,Yes,Alive,,56.5,66.5,10,NA,NA,NA,NA,NA,NA,NA,335,Male,,,,February,2018,7.48,Juvenile
247,12-02-2018,HSMT76,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Alive,,,NA,,,,,Yes,Alive,,93,104,11,NA,NA,NA,NA,NA,NA,NA,850,Female,Yes,,,February,2018,7.48,Adult
248,12-02-2018,HSMT77,Hydrophis schistosus,Malvan,NA,4,Trawler,,,,Prawns,Gajanth Laxmi,NA,NA,2,2.33,NA,Alive,,,NA,,,,,Yes,Alive,,55.5,65,9.5,NA,NA,NA,NA,NA,NA,NA,235,Female,,,,February,2018,7.48,Juvenile
249,17-02-2018,HSDB109,Hydrophis schistosus,Dandi,NA,5,GillNet,,,Benthic,,Wagheshwari,NA,NA,1,2,NA,Alive,,,NA,,,,,Yes,Alive,,64.5,74.5,10,NA,NA,NA,NA,NA,NA,NA,340,Female,,,,February,2018,9.35,Adult
250,17-02-2018,HSDB110,Hydrophis schistosus,Dandi,NA,8,GillNet,,,,Indian Oil Sardine,Ratnadurga,NA,NA,1,0.5,NA,Alive,,Yes,NA,,,,,Yes,Alive,,69,77.5,8.5,NA,NA,NA,NA,NA,NA,NA,315,Female,,,,February,2018,14.96,Adult
251,17-02-2018,HSDB111,Hydrophis schistosus,Dandi,NA,8,GillNet,,,,Indian Oil Sardine,Ratnadurga,NA,NA,1,0.5,NA,Alive,,Yes,NA,,,,,Yes,Alive,,64.8,73.7,8.9,NA,NA,NA,NA,NA,NA,NA,285,Male,,,,February,2018,14.96,Adult
