Sr..No.,Date,Field.Code,Species,Location.encountered,Collection.Time,Depth.Caught..Fathoms.,Gear.Type,Fishing.Location,Fishing.Substrate,Fishing.Net.Type,Fishing.Target.Species,Boat.Name.Owner,Fishing.Trip.Start,Fishing.Trip.End,No..of.Hauls,Average.Haul.Duration..Hours.,Net.Catch..kg.,Condition.at.encounter..D.A.,Gut.Content,Blood,Plasma.Volume,Plasma.Color,Scale,Stress.hormone,Injured,Survival.Experiment,Condition.after.24.hrs..D.A.,Dissected,Snout.to.Vent..cm.,Body.Length..cm.,Tail.Length..cm.,Head.Length..cm.,Head.Width..cm.,Snout.to.Nose..cm.,Nose.to.Eye..cm.,Gape..cm.,Neck.Circumference..cm.,Body.Circumference..cm.,Weight..g.,Sex,Gravid,Photo.No.,Remarks,Month,Year,Depth.Caught..m.,Class
339,12-03-2018,HSMT98,Hydrophis schistosus,,NA,12,Trawler,Sarjekot,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3,NA,Alive,,,NA,,,,,Yes,Alive,,65.2,74.6,9.4,NA,NA,NA,NA,NA,NA,NA,230,Male,,,Trip cut short due to engine issue,March,2018,22.44,Adult
340,12-03-2018,HSMT99,Hydrophis schistosus,,NA,12,Trawler,Sarjekot,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3,NA,Alive,,,NA,,,,,Yes,Alive,,76.5,82.7,6.2,NA,NA,NA,NA,NA,NA,NA,325,Female,,,"Trip cut short due to engine issue; Dark morph, distended cloaca",March,2018,22.44,Adult
341,12-03-2018,HSMT100,Hydrophis schistosus,,NA,12,Trawler,Sarjekot,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3,NA,Alive,,,NA,,,,,Yes,Alive,,69.4,78.7,9.3,NA,NA,NA,NA,NA,NA,NA,450,Female,Yes,,Trip cut short due to engine issue,March,2018,22.44,Adult
342,12-03-2018,-,Hydrophis schistosus,Market Beach,NA,NA,,,,,,,NA,NA,NA,NA,NA,Dead,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,,,,March,2018,NA,NA
343,13-03-2018,HSDB152,Hydrophis schistosus,,NA,5,GillNet,Malvan,,,Indian Makerel,Jal ganga,NA,NA,1,1,NA,Alive,,,NA,,,,,Yes,Alive,,60.1,69.2,9.1,NA,NA,NA,NA,NA,NA,NA,280,Female,,,,March,2018,9.35,Adult
344,13-03-2018,HSDB153,Hydrophis schistosus,,NA,5,GillNet,Malvan,,Benthic,,Adishakti Rameshwar,NA,NA,1,0.75,NA,Dead,,,NA,,Yes,,,,,Yes,101.4,115.6,14.2,1.985,1.078,0.313,0.223,1.81,0.644,1.265,415,Male,,,,March,2018,9.35,Adult
345,14-03-2018,HSDB154,Hydrophis schistosus,,NA,4,GillNet,Malvan,,,Indian Makerel,Pavnai,NA,NA,1,1,NA,Alive,,Yes,NA,Cloudy,,,,Yes,Alive,,73.4,84.2,10.8,NA,NA,NA,NA,NA,NA,NA,500,Female,,,Blood draw cloudy,March,2018,7.48,Adult
346,14-03-2018,-,Hydrophis schistosus,Dandi,NA,NA,,,,,,,NA,NA,NA,NA,NA,Dead,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,Yes,,,March,2018,NA,NA
347,15-03-2018,HSDB155,Hydrophis schistosus,,NA,5,GillNet,Malvan,,,Indian Makerel,Digambar,NA,NA,1,0.33,NA,Alive,,,NA,,,,,Yes,Dead,,77.2,86.1,8.9,2.125,1.106,0.506,0.236,2.025,0.736,1.434,505,Female,,SD IMG 190829,"Moulting, excess fat bodies",March,2018,9.35,Adult
348,15-03-2018,HSDB156,Hydrophis schistosus,,NA,3,GillNet,Malvan,,,Indian Makerel,Laxmi Rawalnath,NA,NA,1,0.166666667,NA,Alive,,,NA,,,,,Yes,Alive,,87.4,97.9,10.5,NA,NA,NA,NA,NA,NA,NA,565,Male,,,,March,2018,5.61,Adult
349,15-03-2018,HSDB157,Hydrophis schistosus,,NA,3,GillNet,Malvan,,,Indian Makerel,Krushnai 6,NA,NA,1,0.5,NA,Alive,Yes,,NA,,,,,Yes,Alive,,66,77.5,11.5,NA,NA,NA,NA,NA,NA,NA,395,Male,,,Black excrement,March,2018,5.61,Adult
350,15-03-2018,-,Hydrophis schistosus,Dandi,NA,NA,,,,,,,NA,NA,NA,NA,NA,Alive,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,March,2018,NA,NA
351,16-03-2018,HSDB158,Hydrophis schistosus,,NA,6.5,GillNet,Malvan,,,Indian Makerel,Suvarna Pari,NA,NA,1,1,NA,Alive,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,March,2018,12.155,NA
352,16-03-2018,HSDB159,Hydrophis schistosus,,NA,3,GillNet,Malvan,,,Indian Makerel,Bhadrakali,NA,NA,1,0.5,NA,Alive,,,NA,,,,,Yes,Alive,,64.9,74,9.1,NA,NA,NA,NA,NA,NA,NA,345,Male,,,,March,2018,5.61,Adult
353,16-03-2018,HSDB160,Hydrophis schistosus,,NA,3,GillNet,Malvan,,,Indian Makerel,Bhadrakali,NA,NA,1,0.5,NA,Alive,,,NA,,,,,Yes,Alive,,65.7,74.2,8.5,NA,NA,NA,NA,NA,NA,NA,390,Female,,,,March,2018,5.61,Adult
354,16-03-2018,HSDB161,Hydrophis schistosus,,NA,2,Rampan,Malvan,,,Unspecific,Mesth Rampan Sangh,NA,NA,1,4,NA,Dead,,,NA,,Yes,,Yes,,,Yes,31.5,36,4.5,1.398,0.59,0.323,0.097,1.231,0.301,0.313,21,Female,,SD IMG 115934,"Ficed in formalin, internal bleeding fluid from nostrils",March,2018,3.74,Neonate
355,17-03-2018,HSDB162,Hydrophis schistosus,,NA,NA,,Malvan,,,,,NA,NA,NA,NA,NA,Alive,Yes,,NA,,,,,Yes,Alive,,75,87.1,12.1,NA,NA,NA,NA,NA,NA,NA,325,Male,,,,March,2018,NA,Adult
356,17-03-2018,HSDB163,Hydrophis schistosus,,NA,5,GillNet,Malvan,,,Indian Makerel,Shree Moreshwar,NA,NA,1,1,NA,Alive,Yes,,NA,,,,,Yes,Alive,,73,80.8,7.8,NA,NA,NA,NA,NA,NA,NA,300,Female,,,,March,2018,9.35,Adult
357,17-03-2018,HSDB164,Hydrophis schistosus,,NA,5,GillNet,Malvan,,,Indian Makerel,Shree Moreshwar,NA,NA,1,1,NA,Alive,,,NA,,,,,Yes,Alive,,62.4,70.9,8.5,NA,NA,NA,NA,NA,NA,NA,330,Male,,,,March,2018,9.35,Adult
358,17-03-2018,HSDB165,Hydrophis schistosus,,NA,5,GillNet,Malvan,,,Silago,,NA,NA,1,0.5,NA,Alive,,,NA,,,,,Yes,Alive,,77,88.9,11.9,NA,NA,NA,NA,NA,NA,NA,495,Male,,,,March,2018,9.35,Adult
359,17-03-2018,HSDB166,Hydrophis schistosus,,NA,5,GillNet,Malvan,,,Silago,Ganesh Krupa,NA,NA,1,0.5,NA,Alive,,,NA,,,,,Yes,Alive,,62.1,71.1,9,NA,NA,NA,NA,NA,NA,NA,395,Male,,,,March,2018,9.35,Adult
360,22-03-2018,HSDB167,Hydrophis schistosus,,NA,7,GillNet,Malvan,,,Indian Oil Sardine,Om Namashivay 2,NA,NA,1,0.75,NA,Alive,Yes,Yes,NA,,,,Yes,Yes,Alive,,65.5,74.5,9,NA,NA,NA,NA,NA,NA,NA,285,Female,,,Injured Mouth,March,2018,13.09,Adult
361,22-03-2018,HSDB168,Hydrophis schistosus,,NA,2,GillNet,Malvan,,,,Laxmi Rawalnath,NA,NA,1,0.333333333,NA,Alive,Yes,,NA,,,,,Yes,Alive,,64.5,72,7.5,NA,NA,NA,NA,NA,NA,NA,290,Female,,,,March,2018,3.74,Adult
362,23-03-2018,HSDB169,Hydrophis schistosus,,NA,15,GillNet,Malvan,,,,Jalawanti,NA,NA,1,2,NA,Alive,,Yes,NA,,,,,Yes,Alive,,75,85,10,NA,NA,NA,NA,NA,NA,NA,390,Female,,,,March,2018,28.05,Adult
363,23-03-2018,HSDB170,Hydrophis schistosus,,NA,15,GillNet,Malvan,,,,Jalawanti,NA,NA,1,2,NA,Alive,,,NA,,,,,Yes,Alive,,73.5,84.8,11.3,NA,NA,NA,NA,NA,NA,NA,360,Male,,,,March,2018,28.05,Adult
364,23-03-2018,HSDB171,Hydrophis schistosus,,NA,15,GillNet,Malvan,,,,Jalawanti,NA,NA,1,2,NA,Alive,,,NA,,,,,Yes,Alive,,89.8,101.7,11.9,NA,NA,NA,NA,NA,NA,NA,610,Female,Yes,,,March,2018,28.05,Adult
365,23-03-2018,HSDB172,Hydrophis schistosus,,NA,2,Rampan,Malvan,,,,Wairy Ubhatwadi Beach Rampan Sangh,NA,NA,1,NA,NA,Alive,,,NA,,,,,Yes,Alive,,62.5,72.6,10.1,NA,NA,NA,NA,NA,NA,NA,245,Male,,,"Old injury on neck, Badly swollen, possible sepsis. But recovered at the time of release, swelling reduced",March,2018,3.74,Adult
366,23-03-2018,HSDB173,Hydrophis schistosus,,NA,3,Rampan,Malvan,,,,Mesth Rampan Sangh,NA,NA,1,NA,NA,Alive,,,NA,,,,,Yes,Alive,,83.6,92.5,8.9,NA,NA,NA,NA,NA,NA,NA,605,Female,Yes,,,March,2018,5.61,Adult
367,23-03-2018,HSDB174,Hydrophis schistosus,,NA,3,Rampan,Malvan,,,,Mesth Rampan Sangh,NA,NA,1,NA,NA,Alive,Yes,,NA,,,,,Yes,Alive,,80.5,90.6,10.1,NA,NA,NA,NA,NA,NA,NA,405,Male,,,,March,2018,5.61,Adult
368,23-03-2018,HSDB175,Hydrophis schistosus,,NA,8,GillNet,Malvan,,,Lesser Sardine,Kalika,NA,NA,1,NA,NA,Alive,,,NA,,,,,Yes,Alive,,69.5,80,10.5,NA,NA,NA,NA,NA,NA,NA,260,Male,,,,March,2018,14.96,Adult
368,25-03-2018,-,Hydrophis schistosus,Malvan,NA,5,GillNet,,,,Indian Oil Sardine,Laxmi 12,NA,NA,1,3,NA,Alive,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,Yes,,,March,2018,9.35,NA
369,25-03-2018,-,Hydrophis schistosus,Malvan,NA,5,GillNet,,,,Indian Oil Sardine,Laxmi 12,NA,NA,1,3,NA,Alive,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,March,2018,9.35,NA
370,25-03-2018,-,Hydrophis schistosus,Malvan,NA,2,Rampan,,,,,Mesth Rampan Sangh,NA,NA,1,NA,NA,Alive,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,March,2018,3.74,NA
371,25-03-2018,-,Hydrophis schistosus,Malvan,NA,2,Rampan,,,,,Mesth Rampan Sangh,NA,NA,1,NA,NA,Alive,Yes,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,March,2018,3.74,NA
372,25-03-2018,-,Hydrophis schistosus,Malvan,NA,5,GillNet,,,,Indian Oil Sardine,Laxmi Rawalnath,NA,NA,1,0.083333333,NA,Alive,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,,,,March,2018,9.35,NA
373,25-03-2018,-,Hydrophis schistosus,Malvan,NA,5,GillNet,,,Benthic,Indian Makerel,Samarth Ramdas,NA,NA,1,0.5,NA,Alive,Yes,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,,,,March,2018,9.35,NA
374,25-03-2018,-,Hydrophis schistosus,Malvan,NA,5,GillNet,,,Benthic,Indian Makerel,Samarth Ramdas,NA,NA,1,0.5,NA,Alive,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,,,"Large, mouth badly injured",March,2018,9.35,NA
375,25-03-2018,-,Hydrophis schistosus,Malvan,NA,5,GillNet,,,Benthic,Indian Makerel,Samarth Ramdas,NA,NA,1,0.5,NA,Dead,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,March,2018,9.35,NA
376,27-03-2018,-,Hydrophis schistosus,Malvan,NA,NA,GillNet,,,,,,NA,NA,1,NA,NA,Alive,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,March,2018,NA,NA
377,27-03-2018,-,Hydrophis schistosus,Malvan,NA,NA,Rampan,,,,,,NA,NA,1,NA,NA,Alive,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,March,2018,NA,NA
378,28-03-2018,HSDB176,Hydrophis schistosus,,NA,8,GillNet,Malvan,,,Indian Oil Sardine,Jal ganga,NA,NA,1,1,NA,Alive,Yes,Yes,NA,,,,,Yes,Alive,,61,70,9,NA,NA,NA,NA,NA,NA,NA,275,Female,,,,March,2018,14.96,Adult
379,29-03-2018,HSDB177,Hydrophis schistosus,,NA,4.5,GillNet,Malvan,,,Indian Makerel,Pavnai Devi,NA,NA,1,1,NA,Dead,,,NA,,Yes,,,,,Yes,82.5,94.3,11.8,1.841,0.967,0.348,0.191,1.8,0.488,0.872,285,Male,,,,March,2018,8.415,Adult
380,29-03-2018,HSMT101,Hydrophis schistosus,,NA,20,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,2.5,NA,Alive,,,NA,,,,,Yes,Alive,,78,89.8,11.8,NA,NA,NA,NA,NA,NA,NA,730,Female,Yes,,,March,2018,37.4,Adult
381,29-03-2018,HSMT102,Hydrophis schistosus,,NA,20,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,2.5,NA,Alive,,,NA,,,,,Yes,Alive,,86,100,14,NA,NA,NA,NA,NA,NA,NA,535,Male,,,,March,2018,37.4,Adult
382,29-03-2018,HSMT103,Hydrophis schistosus,,NA,20,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,2.5,NA,Alive,,,NA,,,,,Yes,Alive,,64.5,73.2,8.7,NA,NA,NA,NA,NA,NA,NA,190,Female,,,,March,2018,37.4,Adult
383,29-03-2018,HSMT104,Hydrophis schistosus,,NA,20,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,2.5,NA,Alive,,,NA,,,,Yes,Yes,Alive,,54.8,62.5,7.7,NA,NA,NA,NA,NA,NA,NA,245,Female,,,"Mouth swollen, hyperactive",March,2018,37.4,Juvenile
384,29-03-2018,HSMT105,Hydrophis schistosus,,NA,20,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,2.5,NA,Alive,,,NA,,,,,Yes,Alive,,62.5,69.4,6.9,NA,NA,NA,NA,NA,NA,NA,215,Female,,,,March,2018,37.4,Adult
385,29-03-2018,HSMT106,Hydrophis schistosus,,NA,20,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,2.5,NA,Alive,,,NA,,,,,Yes,Alive,,82.5,94.3,11.8,NA,NA,NA,NA,NA,NA,NA,395,Male,,,,March,2018,37.4,Adult
386,29-03-2018,HSMT107,Hydrophis schistosus,,NA,20,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,2.5,NA,Alive,,,NA,,,,,Yes,Alive,,72.5,88.7,16.2,NA,NA,NA,NA,NA,NA,NA,570,Male,,,,March,2018,37.4,Adult
387,29-03-2018,HSMT108,Hydrophis schistosus,,NA,20,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,2.5,NA,Alive,,,NA,,,,,Yes,Alive,,84.7,96,11.3,NA,NA,NA,NA,NA,NA,NA,835,Female,Yes,,,March,2018,37.4,Adult
388,29-03-2018,HSMT109,Hydrophis schistosus,,NA,20,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,2.5,NA,Alive,,Yes,NA,,,,,Yes,Alive,,64,76.7,12.7,NA,NA,NA,NA,NA,NA,NA,440,Male,,,,March,2018,37.4,Adult
389,30-03-2018,-,Hydrophis schistosus,Khavda,NA,8,GillNet,,,,Indian Oil Sardine,,NA,NA,1,1,NA,Alive,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Released by fisherman,March,2018,14.96,NA
390,31-03-2018,HSDB178,Hydrophis schistosus,,NA,3,GillNet,Malvan,,Benthic,Indian Makerel,,NA,NA,1,1,NA,Alive,,,NA,,Yes,,Yes,Yes,Dead,,110,124.6,14.6,1.903,1.123,0.672,0.539,2.455,2.217,3.751,720,Male,,,"Internal bleeding, no external injuries",March,2018,5.61,Adult
391,31-03-2018,HSMT110,Hydrophis schistosus,,NA,10,Trawler,Achara,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3,NA,Dead,,,NA,,,,,,,Yes,29,33.2,4.2,1.049,0.576,0.149,0.071,1.049,0.217,0.281,16,Male,,,,March,2018,18.7,Neonate
392,31-03-2018,HSMT111,Hydrophis schistosus,,NA,10,Trawler,Achara,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3,NA,Dead,,,NA,,,,,,,Yes,99.2,111.1,11.9,2.327,1.128,0.566,0.223,2.087,0.537,1.214,475,Female,Yes,,,March,2018,18.7,Adult
393,31-03-2018,HSMT112,Hydrophis schistosus,,NA,10,Trawler,Achara,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3,NA,Alive,,,NA,,,,,Yes,Alive,,109.6,124.1,14.5,NA,NA,NA,NA,NA,NA,NA,1140,Female,Yes,,,March,2018,18.7,Adult
394,31-03-2018,HSMT113,Hydrophis schistosus,,NA,10,Trawler,Achara,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3,NA,Alive,,,NA,,,,,Yes,Dead,Yes,87,97.3,10.3,2.046,1.112,0.48,0.14,1.994,0.396,1.247,410,Female,Yes,,,March,2018,18.7,Adult
395,31-03-2018,HSMT114,Hydrophis schistosus,,NA,10,Trawler,Achara,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3,NA,Alive,,,NA,,,,,Yes,Alive,,83,97.5,14.5,NA,NA,NA,NA,NA,NA,NA,500,Male,,,,March,2018,18.7,Adult
396,31-03-2018,HSMT115,Hydrophis schistosus,,NA,10,Trawler,Achara,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3,NA,Alive,,,NA,,,,,Yes,Alive,,73.2,87.6,14.4,NA,NA,NA,NA,NA,NA,NA,470,Male,,,,March,2018,18.7,Adult
397,31-03-2018,HSMT116,Hydrophis schistosus,,NA,10,Trawler,Achara,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3,NA,Alive,,,NA,,,,,Yes,Alive,,57.3,65.8,8.5,NA,NA,NA,NA,NA,NA,NA,200,Male,,,,March,2018,18.7,Juvenile
398,31-03-2018,HSMT117,Hydrophis schistosus,,NA,10,Trawler,Achara,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3,NA,Alive,,,NA,,,,,Yes,Alive,,60.5,68.3,7.8,NA,NA,NA,NA,NA,NA,NA,205,Female,,,,March,2018,18.7,Adult
399,31-03-2018,HSMT118,Hydrophis schistosus,,NA,10,Trawler,Achara,,Benthic,Prawns,Gajanth Laxmi,NA,NA,2,3,NA,Alive,,Yes,NA,,,,,Yes,Alive,,68,78.3,10.3,NA,NA,NA,NA,NA,NA,NA,290,Male,,,,March,2018,18.7,Adult
400,02-04-2018,HSDB179,Hydrophis schistosus,,NA,7.5,GillNet,Malvan,,Benthic,,Jal Prabha 06,NA,NA,1,1,NA,Alive,,,NA,,,,,Yes,Alive,,76.5,87.4,10.9,NA,NA,NA,NA,NA,NA,NA,555,Female,Yes,,,April,2018,14.025,Adult
401,02-04-2018,HSDB180,Hydrophis schistosus,,NA,12,GillNet,Achara,,Benthic,,Vaibhav Laxmi,NA,NA,1,1,NA,Alive,,,NA,,,,,Yes,Alive,,107.5,118.7,11.2,NA,NA,NA,NA,NA,NA,NA,860,Female,Yes,,From previous day,April,2018,22.44,Adult
402,03-04-2018,HSMT119,Hydrophis schistosus,,NA,10,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Dead,,,NA,,,,,,,Yes,94,108.1,14.1,1.87,1.148,0.461,0.256,1.805,0.469,1.006,395,Male,,,"From previous night, large ray in net",April,2018,18.7,Adult
403,03-04-2018,HSMT120,Hydrophis schistosus,,NA,10,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Dead,,,NA,,,,,,,Yes,73.2,83.5,10.3,1.871,1.113,0.424,0.22,1.94,0.436,1.738,245,Male,,,"From previous night, large ray in net",April,2018,18.7,Adult
404,03-04-2018,HSMT121,Hydrophis schistosus,,NA,10,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Dead,,,NA,,,,,,,Yes,76.7,87.2,10.5,2.281,1.376,0.891,0.669,2.161,0.98,1.313,205,Male,,,"From previous night, large ray in net",April,2018,18.7,Adult
405,03-04-2018,HSMT122,Hydrophis schistosus,,NA,10,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Dead,,,NA,,,,,,,Yes,103.4,116.84,13.44,2.68,1.195,0.431,0.446,1.725,0.7,1.618,470,Male,,,"From previous night, large ray in net",April,2018,18.7,Adult
406,03-04-2018,HSMT123,Hydrophis schistosus,,NA,10,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Dead,,,NA,,,,,,,Yes,102.7,117.6,14.9,2.012,1.225,0.578,0.257,1.818,0.454,1.072,485,Male,,,"From previous night, large ray in net",April,2018,18.7,Adult
407,03-04-2018,HSMT124,Hydrophis schistosus,,NA,10,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Dead,,,NA,,,,Yes,,,Yes,89.9,102.4,12.5,1.567,0.984,0.512,0.281,1.543,0.599,1.167,345,Male,,,"From previous night, large ray in net, bruising on mid body",April,2018,18.7,Adult
408,03-04-2018,HSMT125,Hydrophis schistosus,,NA,10,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Dead,,,NA,,,,,,,Yes,89.8,103.9,14.1,2.06,1.108,0.538,0.199,1.633,0.57,1.194,380,Male,,,"From previous night, large ray in net",April,2018,18.7,Adult
409,03-04-2018,HSMT126,Hydrophis schistosus,,NA,10,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Dead,,,NA,,,,,,,Yes,85.6,95.2,9.6,1.61,0.874,0.419,0.325,1.546,0.759,0.933,250,Female,,,"From previous night, large ray in net",April,2018,18.7,Adult
410,03-04-2018,HSMT127,Hydrophis schistosus,,NA,10,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Dead,,,NA,,,,,,,Yes,91.4,102.5,11.1,1.793,0.942,0.462,0.12,2.193,0.939,1.495,300,Male,,,"From previous night, large ray in net",April,2018,18.7,Adult
411,03-04-2018,HSMT128,Hydrophis schistosus,,NA,10,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Dead,,,NA,,,,,,,Yes,86.2,98.3,12.1,1.541,0.691,0.471,0.318,1.317,0.689,1.025,275,Male,,,"From previous night, large ray in net",April,2018,18.7,Adult
412,03-04-2018,HSMT129,Hydrophis schistosus,,NA,10,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Dead,,,NA,,,,,,,Yes,103.2,117.5,14.3,2.11,1.372,0.52,0.321,1.79,0.603,1.23,530,Male,,,"From previous night, large ray in net",April,2018,18.7,Adult
413,03-04-2018,HSMT130,Hydrophis schistosus,,NA,10,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Dead,,,NA,,,,,,,Yes,98.7,110,11.3,1.811,0.856,0.46,0.29,1.711,0.631,2.299,505,Female,Yes,,"From previous night, large ray in net",April,2018,18.7,Adult
414,03-04-2018,HSMT131,Hydrophis schistosus,,NA,10,Trawler,Malvan,,Benthic,Prawns,Gajanth Laxmi,NA,NA,3,3,NA,Dead,,,NA,,,,,,,Yes,86.4,96.7,10.3,1.613,1.053,0.435,0.311,1.572,0.515,2.356,445,Female,Yes,,"From previous night, large ray in net",April,2018,18.7,Adult
415,04-04-2018,HSDB181,Hydrophis schistosus,,NA,5,GillNet,Malvan,,,Indian Makerel,Pavnai,NA,NA,1,0.25,NA,Alive,,,NA,,,,,Yes,Alive,,74.8,85.4,10.6,NA,NA,NA,NA,NA,NA,NA,345,Female,,,,April,2018,9.35,Adult
416,04-04-2018,HSDB182,Hydrophis schistosus,,NA,2,Rampan,Malvan,,,,Mesth Rampan Sangh,NA,NA,1,NA,NA,Alive,,Yes,NA,,,,,Yes,Alive,,60,68.5,8.5,NA,NA,NA,NA,NA,NA,NA,275,Female,,,,April,2018,3.74,Juvenile
417,05-04-2018,HSDB183,Hydrophis schistosus,,NA,3,Rampan,Malvan,,,,Mesth Rampan Sangh,NA,NA,1,NA,NA,Alive,,,NA,,,,,Yes,Alive,,30.1,33.6,3.5,NA,NA,NA,NA,NA,NA,NA,15,Female,,,,April,2018,5.61,Neonate
418,07-04-2018,HSDB184,Hydrophis schistosus,,NA,8,GillNet,Talashil,,,Indian Oil Sardine,Taraka,NA,NA,1,1,NA,Alive,,,NA,,,,,Yes,Alive,,72.4,82.1,9.7,NA,NA,NA,NA,NA,NA,NA,390,Female,Yes,,"Gave birth in captivity, kept under observation for 48 hours",April,2018,14.96,Adult
419,07-04-2018,HSDB185,Hydrophis schistosus,,NA,5,GillNet,Talashil,,,Indian Oil Sardine,Durgaprasad,NA,NA,1,0.75,NA,Alive,,,NA,,,,,Yes,Alive,,61,66,5,NA,NA,NA,NA,NA,NA,NA,260,Female,,,,April,2018,9.35,Adult
420,07-04-2018,HSDB186,Hydrophis schistosus,,NA,5,GillNet,Talashil,,,Indian Oil Sardine,Durgaprasad,NA,NA,1,0.75,NA,Alive,,,NA,,,,,Yes,Alive,,54,64,10,NA,NA,NA,NA,NA,NA,NA,300,Female,,,,April,2018,9.35,Juvenile
421,07-04-2018,HSDB187,Hydrophis schistosus,,NA,5,GillNet,Talashil,,,Indian Oil Sardine,Durgaprasad,NA,NA,1,0.75,NA,Alive,,Yes,NA,,,,,Yes,Alive,,81.7,94.5,12.8,NA,NA,NA,NA,NA,NA,NA,425,Male,,,,April,2018,9.35,Adult
422,10-04-2018,HSDB188,Hydrophis schistosus,,NA,2,GillNet,Devbag,,,Indian Makerel,Mesth Rampan Sangh,NA,NA,1,NA,NA,Alive,,,NA,,,,,Yes,Alive,,30.5,35.2,4.7,NA,NA,NA,NA,NA,NA,NA,18,Female,,,,April,2018,3.74,Neonate
423,10-04-2018,HSDB189,Hydrophis schistosus,,NA,3,GillNet,Devbag,,,Indian Makerel,Mauli,NA,NA,1,1,NA,Alive,,,NA,,,,,Yes,Alive,,75.4,86.2,10.8,NA,NA,NA,NA,NA,NA,NA,300,Female,Yes,,"Gave birth in captivity, skin loose post parturation",April,2018,5.61,Adult
424,11-04-2018,HSDB190,Hydrophis schistosus,,NA,5,GillNet,Devbag,,,Indian Oil Sardine,Prathamesh,NA,NA,1,1,NA,Alive,,,NA,,Yes,,,,,,86.3,98.7,12.4,1.99,7.76,5.76,2.15,8.68,4.25,11.25,380,Male,,SD IMG 112857,"Swollen lower jaw upto neck, from previous day",April,2018,9.35,Adult
